Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Canada,Compare At Price / Canada,Status
sharida-small-messenger,Sharida Messenger,"<meta charset=""utf-8"">
<p>Handcrafted from upcycled interior decor fabric, this beautiful messenger features two internal sidewall pockets, a rear drop-in pocket, an adjustable strap, and a magnetic snap closure.</p>
<p>The gorgeous decor fabric is paired with wipe-clean vinyl in all the high-touch spots to keep the bag looking it's best!<br></p>
<p>Designed and crafted by a women winning her battle against addiction, this bag is a metaphor of a life remade. While this gorgeous fabric was the star of a beautiful remodel, the excess was headed for a landfill until we turned it back into something beautiful. Just like the lives of the women we employ, beauty made from brokenness. </p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions: 11"" x 10"" x 2""</li>
<li>Liner: Paisley Fabric<br>
</li>
<li>Two internal sidewall pockets and outside rear drop in pocket</li>
<li>Adjustable strap</li>
<li>Silver hardware</li>
<li>Magnetic clasp </li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her fight against addiction.<br></em><em>#carrypossibilities</em></p>",Unshattered,,Messenger,"Color_Multicolor, crossbody, February2022, gray vinyl, July2022, lois, mauve pattern, Messenger, Price_$100 - $150, shoulder, Size_Medium, soft, Style_Messenger, Sustainable Material_Leather Free, Sustainable Material_Vinyl, tiffany",false,Title,Default Title,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'42021437,https://cdn.shopify.com/s/files/1/2608/1584/products/SHARIDAFINALPHOTO.jpg?v=1657108962,1,,false,,,,,,,,,,,,,,,,,lb,,,,,draft
sharida-small-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/SHARIDABACKVIEWWITHPOCKETNEW.jpg?v=1657108962,2,SHARIDA BACK WITH POCKET,,,,,,,,,,,,,,,,,,,,,,,
sharida-small-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/SHARIDAINTERIORSHOT.jpg?v=1657108962,3,SHERIDA INTERIOR SHOT,,,,,,,,,,,,,,,,,,,,,,,
sharida-small-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/SADIEINTERIORSHOT_bb00a5f4-47e0-4b86-b7f6-ae4113f4b3fa.jpg?v=1657108962,4,,,,,,,,,,,,,,,,,,,,,,,,
jackie-small-messenger,Jackie Messenger,"<meta charset=""utf-8"">
<p>This wipe-clean messenger is a workhorse! It's gorgeous, of course - we don't make anything that isn't ;) AND it's made from industrial vinyl - the very same material you find in restaurants and hotels that LOOKS like leather, but is vegan. It's soft and elegant, but it stands up to everyday wear beautifully.</p>
<p>We love that you can wipe the exterior with soap and water, hand sanitizer, or a disinfecting wipe while still carrying something sophisticated and elegant. </p>
<p>This bag features two internal side-wall pockets, a drop-in rear exterior pocket, as well as an adjustable strap making it perfect for travel, every day, and more. </p>
<p> </p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabric and vinyl</li>
<li>Dimensions: 11"" x 10"" x 2""</li>
<li>Liner: white and tan windowpane plaid<br>
</li>
<li>Two internal sidewall pockets AND rear drop-in pocket</li>
<li>Adjustable strap</li>
<li>Gold-tone hardware</li>
<li>Magnetic snap closure </li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her fight against addiction.<br></em><em>#carrypossibilities</em></p>",Unshattered,,Messenger,"blue vinyl strap, Color_Multicolor, crossbody, February2022, July2022, lois, Messenger, Price_$100 - $150, shoulder, Size_Medium, soft, Style_Messenger, Sustainable Material_Leather Free, Sustainable Material_Vinyl, tiffany, white vinyl",true,Title,Default Title,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'81261629,https://cdn.shopify.com/s/files/1/2608/1584/products/Jackiesmallmessenger.jpg?v=1663772112,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
jackie-small-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/BACKVIEWJACKIE.jpg?v=1663772112,2,JACKIE SMALL MESSENGER BACK WITH POCKET,,,,,,,,,,,,,,,,,,,,,,,
jackie-small-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/JACKIESMALLMESSENGERINTERIORSHOT.jpg?v=1663772112,3,JACKIE INTERIOR SHOT,,,,,,,,,,,,,,,,,,,,,,,
beverly-makeup,Beverly Makeup Kit,"<p><meta charset=""utf-8"">This beautiful makeup kit is handcrafted from upcycled fabric in an elegant flower print. Keep your makeup protected while creating possibilities for women in recovery!</p>
<p>The interior liner is made from a coordinating premium vinyl that resists spills and easily wipes clean. You don't have to worry about any makeup spills. just wipe them clean with a damp cloth and you're on your way again! Practical for when you travel and fashionable enough to sit on your counter.</p>
<h4></h4>
<p><strong>Details:</strong></p>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 11.5"" x 4.5"" x 6.5""</li>
<li>Liner: Premium vinyl</li>
<li>Wipe-clean interior</li>
<li>Gold-tone hardware</li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Each Unshattered bag is created by a woman winning her battle against addiction. <br></em><em>100% of your purchase goes to provide employment and job skills training for women in recovery!</em><br><em> #carrypossibilities</em></p>",Unshattered,,Makeup Kit,"amberlee, Color_Multicolor, creme, Flowers, July2022, lois, Makeup, patterened, patterned, Price_$0 - $100, Size_Small, small, spring, spring2022, Style_Makeup Kit, Sustainable Material_Leather Free, Sustainable Material_Vinyl, travel, zip",true,Title,Default Title,,,,,mkfmc001,453.59237,shopify,deny,manual,38.00,,true,true,'16592957,https://cdn.shopify.com/s/files/1/2608/1584/products/BEVERLYMAKEUP.EDITED.jpg?v=1657046018,1,Beverly Recycled Fabric Makeup Kit | Unshattered,false,,,,,,,,,,,,,,,,,lb,,,,,active
beverly-makeup,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/BEVERLYINTERIOREDITEDSHOT.jpg?v=1657046049,2,Beverly Recycled Fabric Makeup Kit Interior | Unshattered,,,,,,,,,,,,,,,,,,,,,,,
convertible-wipe-clean-horizontal-backpack,Colleen Wipe-Clean Vertical Backpack,"<meta charset=""utf-8"">
<p>Looking for a sturdy and stylish backpack? Look no further! Perfect for the gym, travel, a diaper bag - and all the places that might make you want to have a bag you can wipe down with a damp cloth or a disinfecting wipe. We have you covered. </p>
<p>Designed to be versatile, it features both backpack straps AND a removable adjustable strap so you can carry this bag as a backpack, a shoulder bag, or across the body.</p>
<p>This bag is handcrafted from industrial wipe-clean vinyl. Designed for the hospitality industry, you might mistake it for a beautiful, soft leather - but don't be fooled. This material is vegan, water-resistant, durable, and sleek!</p>
<p><strong>Details:</strong></p>
<ul>
<li>Dimensions: 15"" x 8"" x 13""</li>
<li>Tan straps with gold-tone hardware</li>
<li>Adjustable straps - both backpack and removable shoulder strap</li>
<li>Five internal side-wall drop-in pockets in varying sizes</li>
<li>Two external oversized side pockets for water bottles, shoes, etc. </li>
<li>Drop-in front pocket, secured with a snap</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Handcrafted from upcycled materials by a woman winning her battle against addiction. </em><br><em>#createpossibilites</em></p>",Unshattered,Luggage & Bags > Backpacks,Diaper Bag,"2022 Fall Collection, baby, backpack, convertible, Crossbody, diaper bag, favorite, neutral, Price_$200 - $250, Size_Large, Style_Backpack, travel, Vegan",true,Title,Default Title,,,,,2022FAllCollection,1814.36948,shopify,deny,manual,245.00,,true,true,'50668605,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1312.png?v=1663925573,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1312.png?v=1663925573,lb,,,,,active
convertible-wipe-clean-horizontal-backpack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Unshattered-10.jpg?v=1663925592,2,,,,,,,,,,,,,,,,,,,,,,,,
convertible-wipe-clean-horizontal-backpack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1329.jpg?v=1663925607,3,,,,,,,,,,,,,,,,,,,,,,,,
convertible-wipe-clean-horizontal-backpack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1293.png?v=1663925661,4,,,,,,,,,,,,,,,,,,,,,,,,
marli-toiletry,Marli Toiletry Kit,"<meta charset=""utf-8"">
<p><span></span>Whether it's razors and aftershave or concealer and blush, our toiletry kits are suited to help both men and women travel with ease. The industrial-quality vinyl interior is spill and stain resistant. Simply wipe clean those pesky product spills! Handcrafted with beige pattern print and wipe-clean vinyl interior.</p>
<p><strong>Details:</strong><br></p>
<ul>
<li>100% upcycled fabrics and vinyl</li>
<li>Dimensions: 11"" x 5"" x 5""</li>
<li>Gold-tone hardware</li>
<li>Liner: Gray Premium Vinyl</li>
<li>Wipe-clean interior</li>
<li>Zip closure</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Each Unshattered bag is created by a woman winning her battle against addiction.<br></em><em>#carrypossibilities</em></p>",Unshattered,,Toiletry Kit,"beige, Color_Multicolor, gray, JENN, July2022, lois, men, Men's Bag, Price_$0 - $100, Size_Small, spring, spring2022, Style_Toiletry Kit, Sustainable Material_Hotel Textiles, Sustainable Material_Vinyl, tapestry, textured, toiletry, travel",true,Title,Default Title,,,,,tkggr004,453.59237,shopify,deny,manual,68.00,,true,true,'87232829,https://cdn.shopify.com/s/files/1/2608/1584/products/MARLITOILETRYKIT.jpg?v=1656633542,1,MARLI TOILETRY,false,,,,,,,,,,,,,,,,,lb,,85.00,,,active
marli-toiletry,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/MARLIEDITEDBETTER.jpg?v=1656633559,2,MARLI INTERIOR SHOT,,,,,,,,,,,,,,,,,,,,,,,
shirley-toiletry-kit,Shirley Toiletry Kit,"<meta charset=""utf-8"">
<p><span></span>Whether it's razors and aftershave or concealer and blush, our toiletry kits are suited to help both men and women travel with ease. The industrial-quality vinyl interior is spill and stain resistant. Simply wipe clean those pesky product spills! Handcrafted with blue velour detailed fabric, this toiletry kit is a pop of color to take on the go.</p>
<p><strong>Details:</strong><br></p>
<ul>
<li>100% upcycled fabrics and vinyl</li>
<li>Dimensions: 11"" x 5"" x 5""</li>
<li>Gold-tone hardware</li>
<li>Liner: Silver Premium Vinyl</li>
<li>Wipe-clean interior</li>
<li>Zip closure</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Each Unshattered bag is created by a woman winning her battle against addiction.<br></em><em>#carrypossibilities</em></p>",Unshattered,,Toiletry Kit,"Color_Multicolor, jillian, july2022, lois, men, Men's Bag, Price_$0 - $100, Size_Small, spring, spring2022, Style_Toiletry Kit, Sustainable Material_Hotel Textiles, Sustainable Material_Vinyl, tan, tapestry, textured, toiletry, travel",true,Title,Default Title,,,,,tkgbl004,453.59237,shopify,deny,manual,68.00,,true,true,'75665725,https://cdn.shopify.com/s/files/1/2608/1584/products/SHIRLEYTOILETRYEDITED.jpg?v=1656633626,1,SHIRLEY TOILETRY,false,,,,,,,,,,,,,,,,,lb,,85.00,,,active
shirley-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/SHIRLEYTOILETRYINTERIORSHOTEDITED.jpg?v=1656633648,2,SHIRLEY TOILETRY INTERIOR SHOT,,,,,,,,,,,,,,,,,,,,,,,
reyanne-toiletry,Reyanne Toiletry Kit,"<meta charset=""utf-8"">
<p><span></span>Whether it's razors and aftershave or concealer and blush, our toiletry kits are suited to help both men and women travel with ease. The industrial-quality vinyl interior is spill and stain resistant. Simply wipe clean those pesky product spills! Handcrafted with green and tan plush fabric, this toiletry kit is a pop of color to take on the go.</p>
<p><strong>Details:</strong><br></p>
<ul>
<li>100% upcycled fabrics and vinyl</li>
<li>Dimensions: 11"" x 5"" x 5""</li>
<li>Gold-tone hardware</li>
<li>Liner: Tan Premium Vinyl</li>
<li>Wipe-clean interior</li>
<li>Zip closure</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Each Unshattered bag is created by a woman winning her battle against addiction.<br></em><em>#carrypossibilities</em></p>",Unshattered,,Toiletry Kit,"checkered greens, Color_Multicolor, July2022, kaylene, lois, men, Men's Bag, Price_$0 - $100, Size_Small, spring, spring2022, Style_Toiletry Kit, Sustainable Material_Hotel Textiles, Sustainable Material_Vinyl, tan, tapestry, textured, toiletry, travel",true,Title,Default Title,,,,,tocmc001,453.59237,shopify,deny,manual,68.00,,true,true,'02642749,https://cdn.shopify.com/s/files/1/2608/1584/products/REYANNETOILETRYKIT.jpg?v=1656633719,1,REYANNE TOILETRY KIT,false,,,,,,,,,,,,,,,,,lb,,85.00,,,active
reyanne-toiletry,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/reyanneinteriorshotedited2.jpg?v=1656633759,2,REYANNE INTERIOR SHOT,,,,,,,,,,,,,,,,,,,,,,,
bentley-leather-toiletry,Bentley Leather Toiletry,"<meta charset=""utf-8"">
<p><span></span><span>This toiletry kit is meticulously handcrafted from Bentley upcycled leather. From its original place in a luxury vehicle to its new home in your house, this leather toiletry kit brings a touch of magnificence into your life. While you don't have to be a car lover to recognize this is something truly exceptional, it certainly helps! This toiletry kit has a faux leather, wipe-clean interior that helps you keep it in tip-top shape.</span></p>
<p><strong>Details<br></strong></p>
<ul>
<li>100% upcycled leather &amp; vinyl</li>
<li>Dimensions: 11"" x 5"" x 5""</li>
<li>faux leather liner</li>
<li>zip closure</li>
</ul>
<p style=""text-align: center;""><span></span><span><em>Handcrafted by a woman winning her battle against addiction.<br></em></span><em>100% of your purchase goes to provide employment and career development for women in recovery!<br></em><em>#carrypossibilities</em></p>",Unshattered,,Toiletry Kit,"BENTLEY LEATHER, black, FATHERS DAY GIFT, June2022, kaylene, lois, men, Price_$150 - $200, Size_Small, Style_Toiletry Kit, Summer 2022, Sustainable Material_Luxury Car Interior, toiletry",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,169.00,,true,true,'72939069,https://cdn.shopify.com/s/files/1/2608/1584/products/JASONBentleyLeatherToiletry_b481999b-784b-4ba3-b300-03c061b034e8.jpg?v=1657222223,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
bentley-leather-toiletry,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/JASONBENTLEYLEATHERTOILETRY_ebb44231-14ea-4b1f-8c5c-3b459ee38c7d.jpg?v=1657222223,2,Jason Bentley Leather Interior Shot,,,,,,,,,,,,,,,,,,,,,,,
car-leather-wallet,Luxury Car Leather Wallet,"<p><span>Expertly crafted from reclaimed genuine leather from luxury vehicles, this eco-friendly wallet is truly artwork.  Each wallet is handcrafted</span> by a woman in recovery who has gained job skills and been trained by our generous partners.  With a slim profile so that it fits in your front or back pocket, you can carry a hint of grandeur with you everywhere you go. </p>
<h4>Details:</h4>
<ul>
<li>100% upcycled leather</li>
<li>2 interior card or cash slots</li>
<li>1 exterior card slot</li>
<li>Branded label</li>
<li>Handcrafted process from upcycled leather means each wallet is unique!</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Unshattered is ending the addiction relapse cycle through sustainable, green fashion.<br></em><em>100% of your purchase goes to provide employment and career development for women in recovery! <br>#carrypossibilities</em></p>",Unshattered,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips",Wallet,"accessory, brown, Color_Brown, Dad's Best Bet, June2022, kaylene, leather, men, Men's Bag, Price_$0 - $100, Size_Small, summer2022, Sustainable Material_Leather, Sustainable Material_Luxury Car Interior, sustainablefashion, Valentinesday, wallet, wallets",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,99.00,,true,true,'80109117,https://cdn.shopify.com/s/files/1/2608/1584/products/CARLEATHERWALLETDEVIN.jpg?v=1657045762,1,Luxury Car Leather Wallet handcrafted by Unshattered artisans.,false,,,,,,,,,,,,,,,,,lb,,,,,active
car-leather-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DEVINCARLEATHERWALLETBACKVIEW.jpg?v=1657045793,2,DEVIN CAR LEATHER BACK VIEW,,,,,,,,,,,,,,,,,,,,,,,
car-leather-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Upcycledluxurycarleatherwallet.jpg?v=1657045955,3,Luxury Car Leather Wallet Interior,,,,,,,,,,,,,,,,,,,,,,,
rebecca-toiletry-kit,Rebecca Toiletry Kit,"<meta charset=""utf-8"">
<p><span>This toiletry kit is perfect for organizing all your toiletries at home and can transition easily into your suitcase for when you travel! It is made from upcycled upholstery fabric, and lined with UltraFabric's wipe-clean, durable vinyl. </span></p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabrics and vinyl</li>
<li>Wipe-clean vinyl interior</li>
<li>Gold-tone hardware</li>
<li>Dimensions: 11 x 5 x 5</li>
<li>Zip closure</li>
</ul>
<br>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting. <br>#carrysomethingthatmatters</em></div>",Unshattered,,Toiletry Kit,"Color_Blue, jillian, July2022, lois, May2022, Price_$0 - $100, Size_Small, Style_Toiletry Kit, summer2022, Sustainable Material_Vinyl, textured, toiletry, travel, white lines, white vinyl",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,68.00,,true,true,'24010301,https://cdn.shopify.com/s/files/1/2608/1584/products/REBECCATOILETRYKIT.jpg?v=1656633835,1,REBECCA TOILETRY KIT,false,,,,,,,,,,,,,,,,,lb,,,,,active
rebecca-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/INTERIORSHOTREBECCA.jpg?v=1656633857,2,,,,,,,,,,,,,,,,,,,,,,,,
specialty-car-toiletry-kit,Luxury Car Fabric Toiletry Kit,"<meta charset=""utf-8"">
<p><span>This toiletry kit is made from upcycled luxury car interior fabric. It's the perfect size for organizing all your toiletries at home and can transition easily into your suitcase for when you travel! </span></p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Liner: premium vinyl</li>
<li>Gold-tone hardware</li>
<li>Dimensions: 11 x 5 x 5</li>
<li>Wipe-clean vinyl interior</li>
<li>Zip closure</li>
</ul>
<br>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting. <br>#carrypossibilities</em></div>",Unshattered,,Toiletry Kit,"black, jillian, lois, May2022, Price_$0 - $100, Size_Small, Style_Toiletry Kit, summer2022, Sustainable Material_Vinyl, textured, toiletry, travel",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,150.00,,true,true,'69975869,https://cdn.shopify.com/s/files/1/2608/1584/products/JEREMYTOILETRY.jpg?v=1655488695,1,JEREMY SPECIALTY CAR TOILETRY,false,,,,,,,,,,,,,,,,,lb,,,,,active
